,dob,photo_taken,age,file_path,gender,face_location,face_score,second_face_score
21865,717884,2010,44,00/543800_1965-07-01_2010.jpg,1,"120, 100, 298, 278",5.071762681692022,
21870,709014,2010,68,15/643015_1941-03-19_2010.jpg,1,"107, 128, 298, 320",2.5261317931038088,
21871,713663,2012,58,74/6431474_1953-12-10_2012.jpg,1,"151, 69, 274, 192",3.4518680249273155,
21872,710584,2014,68,07/643207_1945-07-06_2014.jpg,1,"150, 86, 341, 277",4.9389822656125695,
21873,715810,2011,51,99/643299_1959-10-27_2011.jpg,1,"186, 50, 296, 160",4.848613764985021,
21875,720660,2015,41,58/6433758_1973-02-05_2015.jpg,0,"156, 139, 312, 294",5.592199239970912,
21876,697052,1962,53,18/643418_1908-06-18_1962.jpg,1,"91, 121, 362, 392",3.2544362742858,
21877,726520,2014,24,07/6435307_1989-02-21_2014.jpg,1,"132, 205, 197, 270",2.519548620021553,
21878,701921,1965,43,40/643540_1921-10-17_1965.jpg,1,"140, 100, 318, 278",2.953884806202605,
21880,701949,1957,35,39/643639_1921-11-14_1957.jpg,1,"107, 128, 298, 320",3.671106885979391,
21881,719915,2012,40,41/643641_1971-01-22_2012.jpg,0,"160, 100, 338, 278",3.6866231717948095,
21882,721362,2012,36,92/6436792_1975-01-08_2012.jpg,1,"111, 135, 220, 245",2.6179574151288243,
21883,722653,2012,33,89/643689_1978-07-22_2012.jpg,0,"127, 79, 268, 221",2.919530163032632,
21884,715413,2015,56,10/643710_1958-09-25_2015.jpg,1,"65, 130, 355, 420",2.933501865007597,
21886,725921,2015,27,59/6437759_1987-07-03_2015.jpg,1,"211, 162, 355, 307",5.545756486914555,
21889,698322,1968,56,86/643886_1911-12-10_1968.jpg,1,"85, 113, 337, 366",4.067160087422851,
21890,711824,2014,65,20/6439120_1948-11-27_2014.jpg,1,"163, 49, 236, 122",3.764425143105136,
21895,713758,2015,60,91/743391_1954-03-15_2015.jpg,1,"98, 156, 271, 330",4.240190048079309,
21896,698073,1950,38,26/743426_1911-04-05_1950.jpg,1,"97, 65, 388, 355",4.106809098542289,
21902,723187,2012,31,69/7437969_1980-01-07_2012.jpg,1,"121, 181, 392, 452",3.5815423004248377,
21904,724367,2013,29,89/7438189_1983-04-01_2013.jpg,1,"31, 52, 124, 145",2.648846096194727,
21905,722596,2009,30,74/7438274_1978-05-26_2009.jpg,1,"76, 91, 212, 227",4.316044468491854,
21906,726411,2009,20,26/7438426_1988-11-04_2009.jpg,1,"72, 144, 286, 358",4.581589539252647,
21907,724588,2012,28,89/7438589_1983-11-08_2012.jpg,1,"0, 58, 130, 188",3.618934031387119,
21908,709741,1998,54,29/7438629_1943-03-16_1998.jpg,0,"58, 58, 145, 145",2.842317895081134,
21911,725934,2011,23,47/7439047_1987-07-16_2011.jpg,1,"190, 76, 303, 189",4.265850442203943,
21916,702759,2000,75,26/843026_1924-02-02_2000.jpg,0,"89, 74, 222, 207",3.867089498731675,
21918,690858,1941,49,40/843040_1891-07-03_1941.jpg,0,"244, 125, 302, 184",4.342148774792928,
21919,713845,2014,59,41/843041_1954-06-10_2014.jpg,1,"184, 111, 294, 220",3.08468970619302,
21922,725163,2009,23,19/8432819_1985-06-05_2009.jpg,1,"139, 104, 243, 208",5.709085693336559,
21924,711311,2011,63,32/8432_1947-07-03_2011.jpg,1,"98, 123, 318, 343",4.409714951383281,
21925,725305,2015,29,93/8435193_1985-10-25_2015.jpg,1,"104, 127, 208, 231",5.068023263885893,
21926,694367,1941,39,32/843532_1901-02-10_1941.jpg,0,"38, 112, 205, 280",3.561440714156044,
21927,721944,2014,37,38/843538_1976-08-12_2014.jpg,1,"198, 66, 345, 214",4.881827351846484,
21928,710862,2000,53,36/8436_1946-04-10_2000.jpg,1,"48, 60, 155, 167",4.503732430184222,
21931,725831,2012,24,58/9430058_1987-04-04_2012.jpg,1,"117, 44, 183, 109",3.2275077808695065,
21933,713122,2011,58,00/9430500_1952-06-17_2011.jpg,1,"100, 218, 181, 298",4.486442661013792,
21935,719474,2013,43,66/9430866_1969-11-07_2013.jpg,1,"117, 97, 291, 271",4.972387427396567,
21940,697425,1993,83,13/943713_1909-06-26_1993.jpg,1,"109, 82, 231, 204",3.2757599293087525,
21941,721892,2006,29,70/9438670_1976-06-21_2006.jpg,0,"91, 71, 181, 161",2.85169981723946,
21942,722266,2014,36,43/9438743_1977-06-30_2014.jpg,1,"233, 99, 295, 161",2.8156705423223185,
21943,707342,1962,25,76/943876_1936-08-20_1962.jpg,0,"172, 62, 281, 171",3.9885959406577887,
21944,723095,2007,27,92/943892_1979-10-07_2007.jpg,1,"85, 106, 275, 296",3.982652198388553,
21945,716133,2011,50,20/943920_1960-09-14_2011.jpg,1,"91, 121, 362, 392",5.407190826891707,
21946,705111,2008,77,41/943941_1930-07-12_2008.jpg,1,"66, 58, 139, 131",3.445585277266649,
21948,709882,1986,42,31/9439931_1943-08-04_1986.jpg,1,"99, 99, 246, 246",2.857303217514114,
21951,722941,2010,30,01/15303501_1979-05-06_2010.jpg,1,"169, 190, 232, 253",3.3077948793538328,
21952,722991,2007,27,54/15303854_1979-06-25_2007.jpg,1,"190, 60, 280, 150",3.2151461569505964,
21953,723597,2012,30,20/15304220_1981-02-20_2012.jpg,0,"63, 84, 252, 273",5.783211143964525,
21954,708304,1972,32,73/1530473_1939-04-09_1972.jpg,0,"61, 92, 199, 230",4.896963576764819,
21955,717327,2007,43,43/15306243_1963-12-22_2007.jpg,1,"36, 64, 118, 146",3.1604827453335145,
21957,724874,2011,26,64/15307164_1984-08-20_2011.jpg,1,"182, 182, 277, 277",4.238466988610055,
21959,708350,2013,73,08/15308_1939-05-25_2013.jpg,1,"92, 115, 297, 320",3.387198245609765,
21960,717332,2008,44,29/1530929_1963-12-27_2008.jpg,1,"34, 68, 337, 371",3.1561180965310265,
21963,718010,2014,48,04/1531304_1965-11-04_2014.jpg,1,"233, 68, 320, 155",3.148317019298757,
21966,718125,2008,41,80/1531480_1966-02-27_2008.jpg,1,"125, 187, 311, 374",4.259248548429715,
21967,712962,2009,56,15/15314815_1952-01-09_2009.jpg,1,"186, 124, 370, 309",4.019164306837962,
21968,708339,2003,63,11/15315011_1939-05-14_2003.jpg,1,"43, 128, 426, 512",2.7149558200163746,
21970,708271,1983,43,70/15316070_1939-03-07_1983.jpg,1,"183, 183, 309, 309",3.442447374137525,
21972,724495,2011,27,44/1531944_1983-08-07_2011.jpg,0,"156, 182, 389, 415",5.824701328223078,
21973,718298,2015,48,50/1531950_1966-08-19_2015.jpg,0,"75, 38, 408, 371",5.398923720334191,
21974,720367,2009,36,80/1531980_1972-04-18_2009.jpg,1,"160, 138, 365, 343",5.279834941641118,
21975,706206,1991,57,98/1531998_1933-07-11_1991.jpg,1,"120, 80, 298, 258",4.326241929664999,
21977,720133,2008,36,85/15320585_1971-08-28_2008.jpg,1,"125, 87, 173, 135",2.7468807384516616,
21978,703187,2009,83,97/1532097_1925-04-05_2009.jpg,0,"56, 56, 112, 112",3.128352926480394,
21981,715881,2012,51,32/153232_1960-01-06_2012.jpg,0,"53, 105, 289, 341",4.728411945937544,
21983,700039,1955,38,13/15323713_1916-08-22_1955.jpg,1,"36, 90, 198, 253",4.025921261452281,
21985,719997,2011,39,86/15324586_1971-04-14_2011.jpg,1,"54, 90, 214, 250",2.627238015595073,
21986,722123,2004,26,80/15324680_1977-02-07_2004.jpg,1,"193, 68, 294, 169",3.339060415829572,
21989,727599,2014,21,44/15326144_1992-02-05_2014.jpg,1,"100, 180, 278, 358",4.144871543343303,
21992,700038,1965,48,15/15329115_1916-08-21_1965.jpg,1,"67, 33, 142, 108",2.957919246955694,
21993,726672,2014,24,95/153295_1989-07-23_2014.jpg,1,"97, 130, 388, 420",5.418367357968261,
21994,724637,2011,27,65/15329765_1983-12-27_2011.jpg,1,"211, 137, 272, 197",2.617984185061806,
21996,723763,2008,26,14/15329914_1981-08-05_2008.jpg,1,"138, 69, 343, 274",4.61151122586333,
21997,709889,2002,58,61/15330561_1943-08-11_2002.jpg,1,"81, 98, 227, 244",3.2371614443005727,
21998,720260,2012,39,63/15332163_1972-01-02_2012.jpg,1,"91, 151, 360, 420",3.605399354598914,
22002,713757,2008,53,92/1533492_1954-03-14_2008.jpg,1,"0, 214, 384, 597",5.03634365369946,
22004,705840,1960,27,37/15336537_1932-07-10_1960.jpg,0,"107, 107, 298, 298",4.62638185893218,
22005,718971,2015,46,51/15336751_1968-06-22_2015.jpg,1,"156, 104, 310, 259",3.0892491079047506,
22006,714624,2008,51,50/15336950_1956-07-28_2008.jpg,1,"115, 160, 320, 365",3.059983258288967,
22010,702604,2004,80,99/15339699_1923-08-31_2004.jpg,0,"151, 121, 286, 256",4.622250323685237,
22011,722331,2011,33,54/15339854_1977-09-03_2011.jpg,-1,"130, 130, 274, 274",3.369084088081855,
22014,721582,2005,29,46/15340146_1975-08-16_2005.jpg,1,"147, 49, 292, 195",4.6811462512191335,
22015,726041,2011,23,65/15340665_1987-10-31_2011.jpg,-1,"100, 160, 278, 338",4.686851366647558,
22016,726662,2008,18,00/15340800_1989-07-13_2008.jpg,1,"74, 89, 206, 221",3.98031616077338,
22017,724766,2012,27,68/15340868_1984-05-04_2012.jpg,1,"104, 104, 260, 260",3.759284183207869,
22024,725845,2011,23,69/15343469_1987-04-18_2011.jpg,1,"54, 54, 133, 133",3.156830852572972,
22032,722160,2009,31,84/15348784_1977-03-16_2009.jpg,1,"54, 109, 176, 230",3.251475214150886,
22033,725199,2008,22,54/15350454_1985-07-11_2008.jpg,1,"68, 101, 219, 252",3.3012974136374216,
22035,721331,2011,36,50/15353250_1974-12-08_2011.jpg,1,"146, 81, 291, 226",2.9476340467729814,
22036,712618,2007,55,57/153557_1951-01-30_2007.jpg,1,"111, 148, 441, 477",2.6615485666791905,
22037,723196,2013,32,91/15356491_1980-01-16_2013.jpg,1,"196, 49, 306, 159",2.959411189278359,
22038,723710,2014,32,04/1535704_1981-06-13_2014.jpg,1,"38, 149, 371, 483",4.948158312967664,
22039,724345,2012,28,27/1535727_1983-03-10_2012.jpg,0,"169, 71, 295, 197",5.00746242793674,
22043,724750,2012,27,98/15359398_1984-04-18_2012.jpg,1,"227, 61, 362, 196",3.777115819261356,
22044,724033,2012,29,42/1535942_1982-05-02_2012.jpg,0,"56, 130, 223, 297",4.755726563544576,
22047,724087,2014,31,00/1536200_1982-06-25_2014.jpg,1,"140, 100, 318, 278",3.8422679256122714,
22048,712040,2011,61,01/15362501_1949-07-01_2011.jpg,1,"34, 0, 334, 300",4.189661798716502,
22049,719157,2012,43,56/1536256_1968-12-25_2012.jpg,0,"160, 160, 338, 338",3.2225231905212874,
22054,722746,2012,33,92/1536792_1978-10-23_2012.jpg,1,"191, 54, 258, 121",3.190617410752069,
22058,707903,1963,24,41/1537841_1938-03-04_1963.jpg,0,"158, 79, 275, 197",3.553301155688456,
22059,710331,2015,70,75/15378875_1944-10-26_2015.jpg,1,"121, 121, 392, 392",2.743127389059795,
22060,709247,2014,72,74/1537974_1941-11-07_2014.jpg,1,"98, 98, 318, 318",2.937647102628315,
22062,711727,2011,62,18/15380918_1948-08-22_2011.jpg,1,"209, 52, 303, 146",2.8122606020152614,
22064,723478,2014,33,67/15382067_1980-10-24_2014.jpg,0,"128, 107, 320, 298",4.999185216482362,
22065,710043,2010,65,28/153828_1944-01-12_2010.jpg,1,"124, 110, 246, 233",3.832166064192304,
22067,724531,2009,25,30/15383430_1983-09-12_2009.jpg,0,"104, 104, 260, 260",5.476874599493069,
22069,714339,2015,59,72/15388772_1955-10-17_2015.jpg,1,"147, 49, 294, 196",4.377287790233547,
22070,716129,2012,51,26/153926_1960-09-10_2012.jpg,0,"91, 109, 253, 271",3.165571075398549,
22073,694918,1959,56,49/15395349_1902-08-15_1959.jpg,1,"189, 95, 310, 215",5.183370364023716,
22075,712101,2015,65,56/153956_1949-08-31_2015.jpg,1,"91, 151, 362, 422",3.5049316334533693,
22076,719269,2013,43,73/1539573_1969-04-16_2013.jpg,1,"171, 128, 362, 320",4.379338179212628,
22078,725163,2012,26,61/15397261_1985-06-05_2012.jpg,1,"79, 158, 315, 394",3.77893522939703,
22079,720887,2010,36,25/15399725_1973-09-20_2010.jpg,1,"98, 123, 318, 343",3.643326588662093,
22080,717119,2007,43,30/25302230_1963-05-28_2007.jpg,1,"96, 134, 267, 305",3.3482877797368795,
22081,721233,2007,32,25/253025_1974-09-01_2007.jpg,1,"63, 48, 205, 189",5.059110684399716,
22082,715845,2009,49,91/2530291_1959-12-01_2009.jpg,1,"91, 181, 362, 452",3.3332497952261275,
22084,723684,2007,25,67/2530367_1981-05-18_2007.jpg,1,"42, 167, 400, 540",3.1743117432170043,
22086,726348,2014,25,75/25304675_1988-09-02_2014.jpg,1,"169, 85, 232, 147",3.2095370308210494,
22087,714669,2012,55,93/2530593_1956-09-11_2012.jpg,1,"172, 43, 366, 236",4.811428443267998,
22088,704783,1960,30,09/2530609_1929-08-18_1960.jpg,1,"18, 90, 181, 253",2.931150319570211,
22091,720847,2001,27,76/25309076_1973-08-11_2001.jpg,0,"60, 48, 169, 157",2.664284596061917,
22092,720209,2013,41,98/25309498_1971-11-12_2013.jpg,0,"38, 186, 371, 520",3.672781832841861,
22098,707026,2011,75,89/2531789_1935-10-09_2011.jpg,1,"105, 58, 210, 163",3.8258505572573633,
22099,727824,2013,20,33/25318033_1992-09-17_2013.jpg,1,"135, 45, 268, 179",3.7699833570473342,
22100,711876,2012,62,93/25319293_1949-01-18_2012.jpg,1,"79, 211, 315, 446",2.8907243200873456,
22101,714332,2009,53,77/25320777_1955-10-10_2009.jpg,1,"91, 91, 362, 362",3.5270228115184,
22103,718409,1977,10,48/2532648_1966-12-08_1977.jpg,1,"240, 127, 366, 253",3.001743357753871,
22104,726488,2014,24,79/25327279_1989-01-20_2014.jpg,1,"225, 97, 500, 384",3.7437143082802935,
22105,706837,2004,68,04/25328604_1935-04-03_2004.jpg,0,"104, 139, 182, 216",2.6595550797001355,
22106,723428,2011,30,81/2532881_1980-09-04_2011.jpg,1,"186, 112, 352, 278",5.104005284173502,
22109,719863,2007,36,48/2533248_1970-12-01_2007.jpg,1,"108, 108, 156, 156",3.41151807577171,
22110,715480,2006,47,21/2533321_1958-12-01_2006.jpg,1,"128, 71, 255, 198",4.42359958035764,
22111,715932,1979,18,93/25334593_1960-02-26_1979.jpg,0,"145, 164, 308, 326",4.005120525917604,
22113,714035,2010,55,52/25335552_1954-12-17_2010.jpg,0,"105, 79, 341, 315",3.336347431072745,
22116,726627,2008,18,66/25337166_1989-06-08_2008.jpg,1,"154, 100, 235, 181",3.3087938847400866,
22117,725933,2014,26,68/25337768_1987-07-15_2014.jpg,1,"156, 85, 284, 213",4.516583162309626,
22118,719037,2014,45,23/2533823_1968-08-27_2014.jpg,0,"107, 128, 298, 320",4.006945715496129,
22119,706596,1999,64,87/2533887_1934-08-05_1999.jpg,1,"107, 107, 299, 299",3.116033439308432,
22121,721594,2012,36,15/2534015_1975-08-28_2012.jpg,0,"260, 75, 343, 157",2.93176202841779,
22122,719693,2011,40,32/25340732_1970-06-14_2011.jpg,0,"50, 50, 274, 274",5.400552768435501,
22123,724707,2007,22,71/25340971_1984-03-06_2007.jpg,1,"167, 62, 222, 117",4.489755278331827,
22125,689175,1942,55,32/25344432_1886-11-23_1942.jpg,1,"156, 78, 329, 252",3.51600461859155,
22131,720340,2010,37,34/25351734_1972-03-22_2010.jpg,1,"261, 69, 384, 192",3.576529671897793,
22133,709908,2011,67,54/2535354_1943-08-30_2011.jpg,1,"33, 99, 329, 395",4.587392671856769,
22134,722263,2013,35,63/2535563_1977-06-27_2013.jpg,1,"181, 46, 316, 181",3.31491654386323,
22135,716384,2010,48,69/2535869_1961-05-23_2010.jpg,1,"1, 172, 308, 480",3.5257595704001066,
22136,725303,2010,24,87/25359087_1985-10-23_2010.jpg,1,"263, 61, 323, 121",2.513941802301907,
22138,700462,1953,35,61/25362361_1917-10-19_1953.jpg,1,"36, 48, 145, 157",5.859862931804531,
22140,700914,2008,88,62/253662_1919-01-14_2008.jpg,1,"150, 214, 341, 405",2.870953183848254,
22142,726520,2007,17,71/2537171_1989-02-21_2007.jpg,0,"156, 139, 312, 294",6.064430478956769,
22144,726462,2013,24,38/25374338_1988-12-25_2013.jpg,1,"180, 100, 358, 278",3.692651291373712,
22146,727619,2012,19,93/25375093_1992-02-25_2012.jpg,1,"65, 194, 355, 485",6.251502495058834,
22149,702468,1953,29,17/2537717_1923-04-17_1953.jpg,1,"80, 80, 224, 224",2.591967812246689,
22150,727203,2012,20,85/25377285_1991-01-05_2012.jpg,1,"138, 63, 193, 118",2.82313959267105,
22153,701746,1982,60,03/253803_1921-04-25_1982.jpg,1,"104, 174, 416, 485",4.315442469487506,
22156,709872,2010,66,45/25380845_1943-07-25_2010.jpg,1,"85, 57, 337, 309",3.241574771473692,
22158,710989,2010,63,11/25381611_1946-08-15_2010.jpg,1,"121, 106, 256, 241",3.123265659296232,
22159,727531,2012,20,62/25384962_1991-11-29_2012.jpg,0,"61, 212, 331, 482",4.294697157146848,
22163,721432,2008,32,99/2538599_1975-03-19_2008.jpg,1,"30, 24, 84, 78",2.5912187496637142,
22164,706196,1979,45,55/2538755_1933-07-01_1979.jpg,1,"92, 28, 174, 110",3.621177151705123,
22165,718662,2010,42,49/25388549_1967-08-18_2010.jpg,1,"296, 454, 472, 630",3.9738024289930807,
22166,727331,2012,20,10/25389410_1991-05-13_2012.jpg,1,"226, 155, 351, 281",3.115071244835929,
22169,726338,2012,23,47/25390847_1988-08-23_2012.jpg,1,"149, 149, 315, 315",4.863507545561514,
22171,721627,2015,39,69/2539269_1975-09-30_2015.jpg,0,"130, 162, 420, 452",5.5078711458929455,
22172,719552,2014,43,29/253929_1970-01-24_2014.jpg,-1,"31, 157, 313, 438",5.221303709723939,
22175,726354,2009,20,37/2539737_1988-09-08_2009.jpg,1,"81, 98, 227, 243",5.293356234339825,
22176,719155,2009,40,98/25399198_1968-12-23_2009.jpg,1,"139, 224, 234, 320",3.483240038122613,
22180,720985,2011,37,09/3530109_1973-12-27_2011.jpg,0,"98, 172, 318, 392",4.560124267449703,
22183,708490,2011,71,91/3530491_1939-10-12_2011.jpg,1,"85, 49, 194, 158",4.542790750495788,
22184,714950,2011,53,39/3530539_1957-06-19_2011.jpg,1,"89, 118, 352, 382",5.366325165700443,
22196,728576,2011,16,15/3531615_1994-10-09_2011.jpg,0,"61, 43, 138, 121",3.925104056240242,
22199,705016,1968,37,98/3532098_1930-04-08_1968.jpg,1,"140, 140, 318, 318",4.647731200197692,
22201,707044,2014,78,01/3532201_1935-10-27_2014.jpg,1,"136, 136, 271, 271",3.8276668492407975,
22204,700165,1940,23,71/35323071_1916-12-26_1940.jpg,1,"62, 62, 155, 155",2.680786813234308,
22205,723840,2006,24,17/3532317_1981-10-21_2006.jpg,1,"190, 134, 253, 197",4.776963705361124,
22208,726931,2014,23,55/35326455_1990-04-08_2014.jpg,1,"276, 84, 384, 192",3.605498279120832,
22209,693483,1949,50,01/35327001_1898-09-09_1949.jpg,1,"97, 69, 220, 193",3.4767684672537653,
22215,727045,2012,21,12/35331012_1990-07-31_2012.jpg,1,"74, 196, 294, 416",4.69418515925453,
22219,717397,2013,48,14/35334914_1964-03-01_2013.jpg,0,"140, 100, 318, 278",4.6836518662643245,
22220,711806,2008,59,02/35335502_1948-11-09_2008.jpg,1,"120, 96, 334, 310",3.2675836220179737,
22222,726199,2014,25,67/35336867_1988-04-06_2014.jpg,-1,"140, 100, 318, 278",4.475629188338751,
22224,718348,2009,42,45/35337345_1966-10-08_2009.jpg,1,"94, 131, 262, 299",4.781700770306043,
22226,717628,2012,47,88/353388_1964-10-18_2012.jpg,1,"156, 67, 256, 167",3.17250334652639,
22228,722540,2015,36,41/35339341_1978-03-31_2015.jpg,1,"165, 46, 224, 105",2.79954467313013,
22229,698629,1988,75,62/3533962_1912-10-12_1988.jpg,1,"47, 47, 131, 131",3.4808910157954296,
22231,727589,2015,22,35/35347635_1992-01-26_2015.jpg,0,"104, 104, 260, 260",3.160530801284437,
22233,724391,2010,26,40/3535440_1983-04-25_2010.jpg,1,"149, 264, 296, 411",4.9019519780317165,
22235,725110,2012,26,37/35355537_1985-04-13_2012.jpg,0,"192, 43, 287, 138",2.885734648256775,
22237,729330,2012,15,00/35360200_1996-11-01_2012.jpg,0,"121, 103, 274, 257",4.756558553486553,
22239,728396,2014,19,90/35362190_1994-04-12_2014.jpg,0,"114, 136, 316, 339",5.028767752101579,
22240,722911,2014,34,94/35362394_1979-04-06_2014.jpg,1,"148, 148, 337, 337",2.6243016176361587,
22241,725960,2010,22,73/35362773_1987-08-11_2010.jpg,0,"200, 120, 378, 298",4.103774806679505,
22243,704887,1961,31,34/353634_1929-11-30_1961.jpg,1,"57, 113, 309, 366",4.356927200748899,
22248,723802,2011,29,77/35368077_1981-09-13_2011.jpg,0,"0, 168, 301, 469",3.2658952100659526,
22249,727436,2013,21,77/35368577_1991-08-26_2013.jpg,1,"128, 43, 224, 138",2.633747397133953,
22252,728245,2013,19,55/35375655_1993-11-12_2013.jpg,1,"253, 49, 326, 122",3.1234790758807907,
22254,719200,2009,39,65/35377365_1969-02-06_2009.jpg,1,"114, 33, 261, 179",5.16456920312529,
22255,723809,2010,28,62/35381562_1981-09-20_2010.jpg,1,"156, 70, 312, 225",4.768758589577418,
22256,725993,2007,19,61/3538161_1987-09-13_2007.jpg,1,"165, 83, 288, 205",2.5755900694234923,
22258,711160,2002,54,87/3538487_1947-02-02_2002.jpg,1,"0, 97, 218, 315",4.672985970187485,
22260,727040,2014,23,65/35388565_1990-07-26_2014.jpg,0,"206, 126, 308, 228",3.4421540610913213,
22261,718566,2013,45,53/3538953_1967-05-14_2013.jpg,1,"140, 70, 297, 227",4.370323601823433,
22262,724758,2012,27,99/35390699_1984-04-26_2012.jpg,1,"126, 79, 268, 220",4.895915671222035,
22264,712026,2012,62,54/35394154_1949-06-17_2012.jpg,1,"40, 160, 398, 517",4.053482490754609,
22265,719229,2012,42,96/3539596_1969-03-07_2012.jpg,1,"136, 68, 287, 219",3.5989920312921178,
22267,714916,2007,49,41/3539841_1957-05-16_2007.jpg,1,"50, 100, 200, 250",3.25886496048216,
22272,698914,1965,51,19/4530019_1913-07-24_1965.jpg,1,"105, 105, 341, 341",3.125217844577369,
22275,723830,2013,31,10/45303710_1981-10-11_2013.jpg,1,"160, 69, 365, 274",3.763595849358491,
22276,712133,2014,64,30/4530530_1949-10-02_2014.jpg,1,"141, 57, 267, 183",3.5716640583708315,
22277,708924,2006,65,24/4530724_1940-12-19_2006.jpg,1,"160, 40, 338, 219",2.5005355000109257,
22279,720961,2013,39,15/45309915_1973-12-03_2013.jpg,1,"151, 106, 286, 241",4.661060125933537,
22281,724283,2012,28,66/45310766_1983-01-07_2012.jpg,1,"178, 162, 323, 307",3.111641026853285,
22283,712998,2003,50,68/45315768_1952-02-14_2003.jpg,0,"91, 212, 362, 482",2.9836619081686404,
22286,718689,2005,37,64/4531664_1967-09-14_2005.jpg,1,"140, 31, 187, 78",3.1058901405142847,
22288,724542,2014,30,92/45320092_1983-09-23_2014.jpg,1,"130, 146, 274, 291",5.221752289671501,
22292,723604,2009,27,44/453244_1981-02-27_2009.jpg,1,"76, 76, 212, 212",5.48362350507163,
22296,720600,2009,36,15/453315_1972-12-07_2009.jpg,1,"105, 132, 341, 367",3.2090899277279767,
22297,723563,2011,29,88/45331688_1981-01-17_2011.jpg,1,"27, 184, 262, 420",3.485523288086139,
22298,710679,2008,62,31/4533331_1945-10-09_2008.jpg,1,"128, 107, 320, 298",3.831080361666895,
22301,726991,2014,23,74/45335474_1990-06-07_2014.jpg,0,"155, 85, 281, 211",2.8651973123743413,
22303,723352,2013,32,92/4534092_1980-06-20_2013.jpg,-1,"0, 200, 358, 557",3.3681120965476063,
22304,726561,2010,20,45/45341545_1989-04-03_2010.jpg,0,"79, 158, 315, 394",4.379008519385182,
22308,724747,2010,25,56/4534656_1984-04-15_2010.jpg,1,"45, 75, 179, 209",4.249085555850928,
22311,702311,1972,49,59/45347759_1922-11-11_1972.jpg,1,"40, 239, 398, 597",3.2356479679690544,
22313,725711,2014,27,00/45348100_1986-12-05_2014.jpg,1,"162, 162, 307, 307",5.747634278126829,
22315,720121,2007,35,67/45348867_1971-08-16_2007.jpg,1,"128, 150, 320, 341",5.754856987910777,
22316,718300,2012,45,04/45350704_1966-08-21_2012.jpg,0,"105, 105, 341, 341",5.522770399767042,
22318,694829,1961,58,10/453510_1902-05-18_1961.jpg,1,"38, 112, 371, 445",3.2570889041096645,
22320,704494,1953,24,98/4535198_1928-11-02_1953.jpg,1,"151, 151, 286, 286",4.506420216004704,
22323,707663,2007,69,42/4535342_1937-07-07_2007.jpg,1,"100, 46, 169, 115",3.3294301063081924,
22324,723160,2012,32,73/45353473_1979-12-11_2012.jpg,1,"168, 31, 236, 99",3.918663023023672,
22329,728666,2014,18,07/45364107_1995-01-07_2014.jpg,0,"92, 0, 297, 205",6.331728567727256,
22332,717012,1980,16,08/4536808_1963-02-10_1980.jpg,1,"70, 84, 197, 211",3.718034984911861,
22333,716658,2006,43,68/45368_1962-02-21_2006.jpg,1,"57, 35, 120, 99",4.888184454834994,
22334,713193,2006,53,87/4536987_1952-08-27_2006.jpg,1,"108, 29, 196, 118",3.566973661527176,
22335,717433,2011,46,13/45370013_1964-04-06_2011.jpg,1,"155, 97, 329, 271",3.0908311695276014,
22341,711723,2011,62,64/453764_1948-08-18_2011.jpg,1,"181, 106, 316, 241",2.6169568598246804,
22342,700029,1975,58,93/453793_1916-08-12_1975.jpg,1,"66, 110, 264, 308",3.412187623078884,
22343,709961,2014,70,79/45379_1943-10-22_2014.jpg,0,"70, 208, 381, 520",5.186181048741449,
22344,699015,1947,33,37/4537_1913-11-02_1947.jpg,1,"115, 115, 320, 320",4.544876099881405,
22345,706113,2001,67,80/45380_1933-04-09_2001.jpg,1,"112, 130, 278, 297",3.808004751600187,
22346,716151,2015,54,66/4538366_1960-10-02_2015.jpg,1,"132, 105, 367, 341",4.643174328827799,
22347,725007,2011,26,76/4538376_1984-12-31_2011.jpg,1,"83, 48, 191, 155",3.989616973470977,
22348,728101,2014,20,41/45386341_1993-06-21_2014.jpg,1,"183, 115, 388, 320",5.484121687669749,
22353,722201,2010,32,02/4539602_1977-04-26_2010.jpg,1,"46, 115, 251, 320",5.131077677925981,
22356,724489,2013,29,49/45397449_1983-08-01_2013.jpg,1,"116, 193, 230, 307",2.7359364860188364,
22357,706472,2006,71,97/45397_1934-04-03_2006.jpg,0,"104, 130, 337, 363",4.990340281526256,
22360,723248,2011,30,82/5530082_1980-03-08_2011.jpg,0,"160, 58, 263, 160",3.363825306657943,
22362,726532,2007,17,33/553033_1989-03-05_2007.jpg,1,"98, 147, 318, 367",3.798380932734444,
22365,717108,2012,48,26/5531526_1963-05-17_2012.jpg,1,"194, 81, 339, 226",2.711489066369103,
22366,720694,2011,37,58/5532058_1973-03-11_2011.jpg,1,"69, 172, 377, 480",2.7007531372383617,
22370,705926,1958,25,19/5534019_1932-10-04_1958.jpg,1,"177, 55, 238, 115",4.305991230035843,
22371,712319,2013,62,19/5534219_1950-04-06_2013.jpg,1,"185, 73, 256, 144",4.118274719304474,
22373,719346,2009,39,35/5535835_1969-07-02_2009.jpg,0,"140, 62, 279, 202",2.7181819261276656,
22378,718086,2009,42,25/5537525_1966-01-19_2009.jpg,1,"117, 83, 266, 232",4.806667149219503,
22379,720926,2011,37,72/553772_1973-10-29_2011.jpg,1,"111, 139, 360, 387",4.431425595019559,
22380,716165,2007,46,04/553804_1960-10-16_2007.jpg,1,"170, 70, 259, 159",2.902686129589696,
